codeCIS;codeSubstance;dosage;referenceDosage
60202031;10212;4 DH (3ml);30 ml de solution buvable
60202031;12019;6 DH (3ml);30 ml de solution buvable
60202031;96544;3 DH (3ml);30 ml de solution buvable
60202750;51827;20 mg;un comprimé
60203418;64818;1 mg;un comprimé
60203546;39422;50 mg;une gélule
60203795;82922;2 mg;un comprimé
60204573;54459;6 mg;un comprimé
60205159;38434;200 mg;un stylo prérempli de 1 mL
60205458;30646;50 mg;une ampoule de 2 ml
60205458;93236;73,8 mg;une ampoule de 2 ml
60206154;467;0,0800 g;100 ml de solution buvable
60206154;521;0,5000 g;100 ml de solution buvable
60206332;2202;500 mg;un comprimé
60206332;2278;60 mg;un comprimé
60206332;2202;500 mg;un comprimé
60206332;2678;25 mg;un comprimé
60207459;39306;25 mg;un comprimé
60207594;64258;4CH à 30CH et 8DH à 60DH;un comprimé
60207594;64258;4CH à 30CH et 8DH à 60DH;un comprimé
60207594;64258;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
60207594;64258;4CH à 30CH et 8DH à 60DH;un comprimé
60207594;64258;4CH à 30CH et 8DH à 60DH;un comprimé
60207594;64258;4CH à 30CH et 8DH à 60DH;un comprimé
60208251;1097;300 mg;un comprimé
60208447;6;1,26 g;1000 ml
60208447;31;1,94 g;1000 ml
60208447;432;4,03 g;1000 ml
60208447;477;0,31 g;1000 ml
60208447;529;150 g;1000 ml
60208447;544;0,65 g;1000 ml
60208447;550;0,95 g;1000 ml
60208447;555;2,15 g;1000 ml
60208447;563;1,700 g;1000 ml
60208447;610;0,83 g;1000 ml
60208447;629;1,17 g;1000 ml
60208447;658;1,11 g;1000 ml
60208447;675;1,11 g;1000 ml
60208447;901;1,169 g;1000 ml
60208447;1021;0,65 g;1000 ml
60208447;1044;2,18 g;1000 ml
60208447;1178;1,26 g;1000 ml
60208447;1603;0,12 g;1000 ml
60208447;2666;0,4 g;1000 ml
60208447;3482;1,72 g;1000 ml
60208447;3605;0,15 g;1000 ml
60208447;11506;0,43 g;1000 ml
60208447;12155;1,62 g;1000 ml
60208447;20879;0,461 g;1000 ml
60208447;22650;0,184 g;1000 ml
60209531;55485;2 mg;un comprimé
60209645;5087;10 mg;1 ml de solution injectable
60209645;46704;9 mg;1 ml de solution injectable
60209937;9182;2,38 g;100 ml
60209937;91930;2 g;100 ml
60210697;428;1250,00 mg;un comprimé
60210697;72723;500 mg;un comprimé
60210697;85054;400 UI;un comprimé
60210811;52118;13 microgrammes;une capsule
60211183;1200;50 mg;un comprimé
60211347;1807;0,03 mg;un comprimé
60211347;18867;3 mg;un comprimé
60211678;47950;4CH à 30CH et 8DH à 60DH;un comprimé
60211678;47950;4CH à 30CH et 8DH à 60DH;un comprimé
60211678;47950;4CH à 30CH et 8DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
60211678;47950;4CH à 30CH et 8DH à 60DH;un comprimé
60211678;47950;4CH à 30CH et 8DH à 60DH;un comprimé
60211678;47950;4CH à 30CH et 8DH à 60DH;un comprimé
60212424;941;1000,00 mg;un comprimé
60213704;78950;2CH à 30CH et 4DH à 60DH;un comprimé
60213704;78950;2CH à 30CH et 4DH à 60DH;un comprimé
60213704;78950;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
60213704;78950;2CH à 30CH et 4DH à 60DH;un comprimé
60213704;78950;2CH à 30CH et 4DH à 60DH;un comprimé
60213704;78950;2CH à 30CH et 4DH à 60DH;un comprimé
60213914;7238;25 microgrammes;un comprimé
60214350;2064;25 mg;un comprimé
60214350;21053;50 mg;un comprimé
60214464;8910;4CH à 30CH et 7DH à 60DH;un comprimé
60214464;8910;4CH à 30CH et 7DH à 60DH;un comprimé
60214464;8910;4CH à 30CH et 7DH à 60DH (pommade à 1%, 4% ou 10%);un comprimé
60214464;8910;4CH à 30CH et 7DH à 60DH;un comprimé
60214464;8910;4CH à 30CH et 7DH à 60DH;un comprimé
60214464;8910;4CH à 30CH et 7DH à 60DH;un comprimé
60214902;21070;2CH à 30CH et 4DH à 60DH;un comprimé
60214902;21070;2CH à 30CH et 4DH à 60DH;un comprimé
60214902;21070;2CH à 30CH et 4DH à 60DH (pommade à 1%, 4% ou 10%);un comprimé
60214902;21070;2CH à 30CH et 4DH à 60DH;un comprimé
60214902;21070;2CH à 30CH et 4DH à 60DH;un comprimé
60214902;21070;2CH à 30CH et 4DH à 60DH;un comprimé
60215018;77470;10 mg;un flacon de 1 mL de solution
60215623;91087;5 x 10 000 000 U. Inf;une dose de 0,5 ml pour une dose de 0,5 ml
60216127;53745;2000 UI;un flacon
60217108;17723;5 mg;un comprimé
60217542;2500;7 DH;un comprimé
60217542;3296;6 DH;un comprimé
60217542;82582;6 DH;un comprimé
60219803;5113;2 mg;2 ml
60221042;32743;1 mg;un comprimé
60222137;428;1498 mg;un comprimé
60222137;72723;600 mg;un comprimé
60223278;55410;600 mg;un comprimé
60223417;94553;5 mg;un comprimé
60224316;2361;100,00 mg;un comprimé
60224437;62004;300 mg;un comprimé
60224800;53028;5 mg;1 ml
60224800;62835;6,70 mg;1 ml
60225681;86571;200,00 mg;une gélule
60226897;20394;2,0 g;100 ml de solution pour application cutanée
60226915;3044;5 g;100 ml de solution buvable
60226979;17723;5 mg;un comprimé
60227166;27713;17,8 mg;un comprimé
60230550;126;30,40 mg;un comprimé
60230550;35166;20 mg;un comprimé
60231339;38524;40 mg;un comprimé
60231339;67373;45,1 mg;un comprimé
60231702;50252;2CH à 30CH et 4DH à 60DH;un comprimé
60231702;50252;2CH à 30CH et 4DH à 60DH;un comprimé
60231702;50252;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
60231702;50252;2CH à 30CH et 4DH à 60DH;un comprimé
60231702;50252;2CH à 30CH et 4DH à 60DH;un comprimé
60231702;50252;2CH à 30CH et 4DH à 60DH;un comprimé
60232074;4415;90 g;100 g de poudre pour suspension buvable
60232334;2074;5 g;un flacon
60232359;15734;40 mg;un comprimé
60233913;2092;5 g;100 g
60234100;2202;1000 mg;un comprimé
60234214;26322;37,5 mg;une gélule
60234221;7289;50 mg;une gélule
60235330;30925;596,50 mg;un flacon de poudre
60235330;35232;500 mg;un flacon de poudre
60235768;28847;400 mg;un comprimé
60235768;39005;433,64 mg;un comprimé
60236546;39727;5 mg;un comprimé
60236546;52431;6,79 mg;un comprimé
60236546;69916;10 mg;un comprimé
60236546;93748;6,935 mg;un comprimé
60237790;33617;200 mg;un comprimé
60237858;4278;30,0 mg;10 ml de solution injectable
60238376;166;11,00 mg;un comprimé
60238376;622;1000 UI;un comprimé
60238376;4168;38,70 mg;un comprimé
60238376;4326;36,30 mg;un comprimé
60238853;38524;40 mg;un comprimé
60238853;67373;45,15 mg;un comprimé
60239706;1778;0,5 mg;un ovule de  2,5 g
60239802;1807;20 microgrammes;un comprimé
60239802;27380;150 microgrammes;un comprimé
60240181;3984;0,040 g;une ampoule de 10 ml
60240181;40030;1,895 g;une ampoule de 10 ml
60241034;44723;80 mg;une seringue pré-remplie
60241874;4179;200 microgrammes;une dose délivrée
60241874;30613;6 microgrammes;une dose délivrée
60242264;52275;2CH à 30CH et 4DH à 60DH;une dose délivrée
60242264;52275;2CH à 30CH et 4DH à 60DH;une dose délivrée
60242264;52275;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une dose délivrée
60242264;52275;2CH à 30CH et 4DH à 60DH;une dose délivrée
60242264;52275;2CH à 30CH et 4DH à 60DH;une dose délivrée
60242264;52275;2CH à 30CH et 4DH à 60DH;une dose délivrée
60242321;20052;500 U Speywood;un flacon
60243544;5331;1 000 000 UI;un flacon
60244525;430;0,2573 g;1000 ml de solution prête à l'emploi
60244525;529;15 g;1000 ml de solution prête à l'emploi
60244525;901;5,64 g;1000 ml de solution prête à l'emploi
60244525;3018;0,1017 g;1000 ml de solution prête à l'emploi
60244525;5009;7,85 g;1000 ml de solution prête à l'emploi
60244525;17150;16,5 g;1000 ml de solution prête à l'emploi
60244525;91695;3,925 g;1000 ml de solution prête à l'emploi
60245253;64391;10 mg;une gélule
60246750;355;100,00 mg;un comprimé
60247432;89971;20 mg;un comprimé
60247507;29337;245 mg;un comprimé
60247507;60459;200 mg;un comprimé
60247507;89901;300 mg;un comprimé
60248000;95609;750 mg;un comprimé
60248840;44109;75 mg;une gélule
60248840;95704;88,88 mg;une gélule
60249796;19944;350 mg;une seringue préremplie
60249796;27104;546 mg;une seringue préremplie
60249903;71041;70 mg;un comprimé
60250567;2345;10 mg;1 seringue préremplie de 0,40 ml
60251135;33207;5 mg;un comprimé
60251352;19437;1,042 g;un flacon
60251352;67102;1,000 g;un flacon
60251516;4458;31,37 mg;un dispositif
60252027;4028;60 mg;une capsule
60252027;10394;300 mg;une capsule
60252340;67089;150 MBq à la date de calibration;un flacon
60252422;9665;0,127 g;100 g de crème
60252447;29239;0,220 mg;un comprimé
60252447;94881;0,012 mg;un comprimé
60253606;159;50 mg;une ampoule de 5 ml
60253606;3469;50 mg;une ampoule de 5 ml
60253606;3666;250 mg;une ampoule de 5 ml
60253606;4347;50 mg;une ampoule de 5 ml
60253606;5229;25 mg;une ampoule de 5 ml
60254754;52118;150 microgrammes;1 mL de solution
60254779;33207;20 mg;un comprimé
60254779;73242;10 mg;un comprimé
60256036;57345;3000 UI;un flacon
60258521;4100;5 g (TM);un tube de 25 g
60259242;4458;0,150000 mg;une dose de 0,05 ml
60259242;29878;0,004580 ml de solution à 4 %;une dose de 0,05 ml
60259993;3307;280 - 760 UI;un flacon
60259993;3309;360 - 600 UI;un flacon
60259993;3310;500 UI;un flacon
60259993;71362;240 - 640 UI;un flacon
60259993;78167;180 - 480 UI;un flacon
60259993;99059;260 - 620 UI;un flacon
60260166;4204;20 g;100 ml de suspension buvable
60260497;37430;2 mg;un comprimé
60260910;4179;400 microgrammes;1 ml de suspension
60261656;73534;200 mg;un comprimé
60262879;37314;35 mg équivalent à 32,5 mg d'acide résidronique;un comprimé
60263461;24519;160 mg;une gélule
60264410;25715;5 g;100 g de crème
60264830;762;50 mg;un comprimé
60265252;17723;5 mg;un comprimé
60265569;6088;20 mg;une capsule
60265932;19809;20 mg;un comprimé
60265932;92464;21,7 mg;un comprimé
60266144;16849;400 mg;une gélule
60266265;69446;0,74 - 1,85 GBq à la date de calibration;un générateur
60267171;18827;1,5 mg;un comprimé
60267171;47554;1,05 mg;un comprimé
60267506;24321;1000 mg;un comprimé
60267506;41338;6,15 mg;un comprimé
60267506;50433;5 mg;un comprimé
60268348;65777;2CH à 30CH et 4DH à 60DH;un comprimé
60268348;65777;2CH à 30CH et 4DH à 60DH;un comprimé
60268348;65777;2CH à 30CH et 4DH à 60DH (pommade à 4 %);un comprimé
60268348;65777;2CH à 30CH et 4DH à 60DH;un comprimé
60268348;65777;2CH à 30CH et 4DH à 60DH;un comprimé
60268348;65777;2CH à 30CH et 4DH à 60DH;un comprimé
60268519;14446;400 microgrammes;une dose délivrée
60268572;97934;2CH à 30CH et 4DH à 60DH;une dose délivrée
60268572;97934;2CH à 30CH et 4DH à 60DH (pommade à 4 %);une dose délivrée
60268572;97934;2CH à 30CH et 4DH à 60DH;une dose délivrée
60268572;97934;2CH à 30CH et 4DH à 60DH;une dose délivrée
60269037;338;20,000 mg;un comprimé
60270114;2836;250 000 UI;5 ml de suspension buvable
60270395;39357;125 mg;un comprimé
60270395;74217;129,08 mg;un comprimé
60270452;73208;40 mg;un comprimé
60270712;819;0,625 mg;un comprimé
60270712;9586;2 mg;un comprimé
60270712;52431;1,67 mg;un comprimé
60271045;5248;2 g;un flacon
60271248;5760;146,400 mg;un comprimé
60271248;8846;100 mg;un comprimé
60272948;971;3 mg;un flacon de poudre
60273263;84590;4CH à 30CH et 8DH à 60DH;un flacon de poudre
60273263;84590;4CH à 30CH et 8DH à 60DH;un flacon de poudre
60273263;84590;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un flacon de poudre
60273263;84590;4CH à 30CH et 8DH à 60DH;un flacon de poudre
60273263;84590;4CH à 30CH et 8DH à 60DH;un flacon de poudre
60273263;84590;4CH à 30CH et 8DH à 60DH;un flacon de poudre
60273765;65061;5,631 g;un sachet de 8,000 g
60273765;78578;3,000 g;un sachet de 8,000 g
60274212;6;2,10 g;1000 mL d'émulsion après mélange
60274212;31;6,792 g;1000 mL d'émulsion après mélange
60274212;529;144,0 g;1000 mL d'émulsion après mélange
60274212;544;1,752 g;1000 mL d'émulsion après mélange
60274212;550;3,284 g;1000 mL d'émulsion après mélange
60274212;555;4,384 g;1000 mL d'émulsion après mélange
60274212;563;3,184 g;1000 mL d'émulsion après mélange
60274212;610;4,916 g;1000 mL d'émulsion après mélange
60274212;629;4,20 g;1000 mL d'émulsion après mélange
60274212;658;2,540 g;1000 mL d'émulsion après mélange
60274212;675;3,604 g;1000 mL d'émulsion après mélange
60274212;1021;2,312 g;1000 mL d'émulsion après mélange
60274212;1044;4,908 g;1000 mL d'émulsion après mélange
60274212;1178;3,780 g;1000 mL d'émulsion après mélange
60274212;2666;2,736 g;1000 mL d'émulsion après mélange
60274212;3482;4,760 g;1000 mL d'émulsion après mélange
60274212;4951;20,0 g;1000 mL d'émulsion après mélange
60274212;7301;3,576 g;1000 mL d'émulsion après mélange
60274212;7326;20,0 g;1000 mL d'émulsion après mélange
60274212;11506;0,80 g;1000 mL d'émulsion après mélange
60274212;17150;158,4 g;1000 mL d'émulsion après mélange
60274536;32925;281,30 mg;un comprimé
60274536;72481;250 mg;un comprimé
60274618;62155;8 mg;un comprimé
60275086;37;1,000 g;100 g de gel
60275086;99970;1,293 g;100 g de gel
60275136;7374;2CH à 30CH et 4DH à 60DH;100 g de gel
60275136;7374;2CH à 30CH et 4DH à 60DH;100 g de gel
60275136;7374;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);100 g de gel
60275136;7374;2CH à 30CH et 4DH à 60DH;100 g de gel
60275136;7374;2CH à 30CH et 4DH à 60DH;100 g de gel
60275136;7374;2CH à 30CH et 4DH à 60DH;100 g de gel
60275467;4966;10 mg;1 ml de solution
60275990;37973;1,5 mg;une gélule
60275990;55512;2,4 mg;une gélule
60276708;99598;4CH à 30CH et 8DH à 60DH;une gélule
60276708;99598;4CH à 30CH et 8DH à 60DH;une gélule
60276708;99598;4CH à 30CH et 8DH à 60DH (pommade à 4 %);une gélule
60276708;99598;4CH à 30CH et 8DH à 60DH;une gélule
60276708;99598;4CH à 30CH et 8DH à 60DH;une gélule
60276708;99598;4CH à 30CH et 8DH à 60DH;une gélule
60277824;4857;5 mg;un récipient unidose de 2 ml
60279775;16849;800 mg;un comprimé
60279939;27795;33 unités d'antigène;une dose de 0,5 mL (1 flacon contient 10 doses)
60281114;17477;12,375 mg;un dispositif
60281210;2202;1000 mg;une gélule
60281598;191;443,3 mg;un comprimé
60281598;63130;400 mg;un comprimé
60282629;32050;5 mg;un comprimé
60282629;72550;3,8 mg;un comprimé
60282789;15734;160 mg;un comprimé
60282814;37973;4,5 mg;une gélule
60282814;55512;7,2 mg;une gélule
60282846;2092;200 mg;un comprimé
60282999;17477;400 microgrammes;un comprimé
60283161;764;2CH à 30CH et 4DH à 60DH;un comprimé
60283161;764;2CH à 30CH et 4DH à 60DH;un comprimé
60283161;764;2CH à 30CH et 4DH à 60DH;un comprimé
60284142;19437;4,168 g;un flacon
60284142;67102;4 g;un flacon
60284377;33474;0,005 g;100 ml
60284516;90670;5,45 mg;un comprimé
60284516;96027;5 mg;un comprimé
60286296;10171;20 mg;un comprimé
60286296;73242;10 mg;un comprimé
60286346;67717;50 mg;un comprimé
60286556;1379;0,1 mg;un récipient unidose
60287206;41720;3000 UI;un flacon
60287277;72101;60 mg;une gélule
60287277;80476;67,35 mg;une gélule
60287373;5270;40 mg titré à 24 % d'hétérosides de ginkgo et 6 % de Ginkgolides-bilobalide;un comprimé
60288137;60707;400 mg;un comprimé
60288443;49207;10 mg;un comprimé
60288443;72074;8,31 mg;un comprimé
60288817;23957;15 mg;un comprimé
60290800;1637;10 mg;un comprimé
60291795;1728;2 g;100 g de crème
60291795;5432;1 g;100 g de crème
60291941;970;80,00 mg;un comprimé
60292267;29;40 mg;1 ml de solution
60292349;8578;10 mg;1 ml de solution
60292573;2092;400 mg;un comprimé
60293376;25643;2CH à 30CH et 4DH à 60DH;un comprimé
60293376;25643;2CH à 30CH et 4DH à 60DH;un comprimé
60293376;25643;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);un comprimé
60293376;25643;2CH à 30CH et 4DH à 60DH;un comprimé
60293376;25643;2CH à 30CH et 4DH à 60DH;un comprimé
60293376;25643;2CH à 30CH et 4DH à 60DH;un comprimé
60293846;180;0,0975 g;un récipient unidose
60294713;78975;2,5 mg;un comprimé
60295046;180;0,200 g;un suppositoire
60295135;893;2 mL;20 mL de solution
60295135;25617;2 mL;20 mL de solution
60295320;94037;2 mg;une gomme à mâcher médicamenteuse
60295427;94401;25 mg;un flacon de 20 mL
60296511;62172;50 mg;un comprimé
60297517;26834;10 mg;un dispositif
60298028;28;2 g;100 g de poudre pour application locale
60298028;3208;10 g;100 g de poudre pour application locale
60298028;3627;10 g;100 g de poudre pour application locale
60298455;2202;80 mg;un suppositoire
60298850;25509;4CH à 30CH et 8DH à 60DH;un suppositoire
60298850;25509;4CH à 30CH et 8DH à 60DH;un suppositoire
60298850;25509;4CH à 30CH et 8DH à 60DH (pommade à 1 %, 4 % ou 10 %);un suppositoire
60298850;25509;4CH à 30CH et 8DH à 60DH;un suppositoire
60298850;25509;4CH à 30CH et 8DH à 60DH;un suppositoire
60298850;25509;4CH à 30CH et 8DH à 60DH;un suppositoire
60298932;94553;0,75 mg;un comprimé
60299831;72101;60 mg;une gélule
60299831;80476;67,22 mg;une gélule
60300340;527;30 mg;un comprimé
60300408;2463;200 mg;une gélule
60301200;58587;120 mg;un flacon
60302512;3902;200 mg;une gélule
60303404;20890;50,00 mg;un comprimé
60303863;69773;4CH à 30CH et 8DH à 60DH;un comprimé
60303863;69773;4CH à 30CH et 8DH à 60DH;un comprimé
60303863;69773;4CH à 30CH et 8DH à 60DH (pommade à 4 %);un comprimé
60303863;69773;4CH à 30CH et 8DH à 60DH;un comprimé
60303863;69773;4CH à 30CH et 8DH à 60DH;un comprimé
60303863;69773;4CH à 30CH et 8DH à 60DH;un comprimé
60304050;812;10,00 mg;un comprimé
60304591;86571;100 mg;un comprimé
60305960;2092;200 mg;un comprimé
60306813;20915;20 mg;1 ml de solution à diluer pour perfusion
60306813;73952;17,33 mg;1 ml de solution à diluer pour perfusion
60307032;3929;1,00 g;100 g de poudre
60307242;10966;250 mg;1 ml de solution injectable
60307630;95;166 microgrammes;une ampoule de 10 ml
60307630;928;10,5 mg;une ampoule de 10 ml
60307630;4042;48,5 microgrammes;une ampoule de 10 ml
60307630;4546;2,1 mg;une ampoule de 10 ml
60307630;8190;53,3 microgrammes;une ampoule de 10 ml
60307630;22155;198 microgrammes;une ampoule de 10 ml
60307630;30108;173 microgrammes;une ampoule de 10 ml
60307630;31523;1,02 mg;une ampoule de 10 ml
60307630;85291;5,4 mg;une ampoule de 10 ml
60308369;5386;200 mg;un comprimé
60309065;77385;2CH à 30CH et 4DH à 60DH (crème à 4 %);un comprimé
60309065;77385;2CH à 30CH et 4DH à 60DH;un comprimé
60309065;77385;2CH à 30CH et 4DH à 60DH;un comprimé
60310861;2202;150 mg;un suppositoire
60311269;36192;500 mg;un comprimé
60311803;25715;5 g;100 g de crème
60313672;76589;0,50 mg;un comprimé
60314183;33207;5 mg;un comprimé
60314272;59477;0,453 mg;1 ml de solution
60314272;62114;1,397 mg;1 ml de solution
60314272;94332;1,012 mg;1 ml de solution
60316362;39841;20 mg;un comprimé
60316362;50873;25,42 mg;un comprimé
60316818;23957;30 mg;une gélule
60318954;24044;2CH à 30CH et 4DH à 60DH;une gélule
60318954;24044;2CH à 30CH et 4DH à 60DH;une gélule
60318954;24044;2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %);une gélule
60318954;24044;2CH à 30CH et 4DH à 60DH;une gélule
60318954;24044;2CH à 30CH et 4DH à 60DH;une gélule
60318954;24044;2CH à 30CH et 4DH à 60DH;une gélule
60319789;915;300 mg;une gélule
60320656;52118;175 microgrammes;une capsule
60321676;98502;125 mg;une gélule
60322461;2087;25 mg;un comprimé
60323481;2825;100,00 mg;un comprimé
60323969;73594;4 mg;un comprimé
60324658;532;2,10 g;un suppositoire
60325201;19859;20 mg;une ampoule de 2 ml
60326538;81234;500 mg;un comprimé
60327056;1257;8 mg;un comprimé
60327266;14049;5 mg;un comprimé
60327615;2202;325 mg;un comprimé
60327615;86571;37,5 mg;un comprimé
60328261;1099;5 mg;un comprimé
60328261;15686;3,76 mg;un comprimé
60328432;126;30,4 mg;un comprimé
60328432;35166;20 mg;un comprimé
60329242;3011;20 g;100 ml de solution pour perfusion
60329598;69050;1 g;un flacon
60329609;53092;66,66 g;100 g
60330180;9967;100 mg;un flacon de poudre
60330522;37441;15 mg;un comprimé
60330586;2160;2 g;un tube
60330636;30470;10 mg;un comprimé
60330700;2940;400 mg;un comprimé
60330700;4415;400 mg;un comprimé
60330700;4713;200 mg;un comprimé
60331738;527;60 mg;un comprimé
60332103;428;2500 mg;un comprimé
60332103;72723;1000 mg;un comprimé
60335124;74148;600 mg;un comprimé
60335291;37314;35 mg;un comprimé
60335291;99549;40,17 mg;un comprimé
60337328;71861;4 mg;un comprimé
60337762;977;75 mg;un comprimé
60338857;48800;20,00 mg;un comprimé
60339254;17339;1000 mg;une capsule
60339717;585;1 mg;1 ml de solution injectable
