codeCIS;denomination;libelleFormePharmaceutique
68778495;LERCANIDIPINE EVOLUGEN 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61803711;LERCANIDIPINE EVOLUGEN 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
62842464;LERCANIDIPINE SANDOZ 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64807138;LERCANIDIPINE SANDOZ 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
67678848;LERCANIDIPINE SUN 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69239369;LERCANIDIPINE SUN 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61420022;LERCANIDIPINE TEVA 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
63233181;LERCANIDIPINE TEVA 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68844664;LERCANIDIPINE TEVA SANTE 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68115945;LERCANIDIPINE TEVA SANTE 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64528829;LERCANIDIPINE VIATRIS 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69021776;LERCANIDIPINE VIATRIS 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69556818;LERCANIDIPINE ZENTIVA 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69101592;LERCANIDIPINE ZENTIVA 20 mg, comprimé pelliculé;comprimé pelliculé
65371195;LERCANIDIPINE ZYDUS 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68873833;LERCANIDIPINE ZYDUS 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60543292;LERCAPRESS 20 mg/10 mg, comprimé pelliculé;comprimé pelliculé
68186440;LERCAPRESS 20 mg/20 mg, comprimé pelliculé;comprimé pelliculé
61615435;LERGYPAX, comprimé orodispersible;comprimé orodispersible
60658234;LESCOL 20 mg, gélule;gélule
65169457;LESCOL 40 mg, gélule;gélule
60852004;LESCOL L.P. 80 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée
69489312;LETROZOLE ACCORD HEALTHCARE 2,5 mg, comprimé pelliculé;comprimé pelliculé
67399300;LETROZOLE ALMUS 2,5 mg, comprimé pelliculé;comprimé pelliculé
62883226;LETROZOLE ALTER 2,5 mg, comprimé pelliculé;comprimé pelliculé
66107736;LETROZOLE ARROW 2,5 mg, comprimé pelliculé;comprimé pelliculé
66935695;LETROZOLE BIOGARAN 2,5 mg, comprimé peliculé;comprimé pelliculé
65543531;LETROZOLE BLUEFISH 2,5 mg, comprimé pelliculé;comprimé pelliculé
63831823;LETROZOLE CRISTERS 2,5 mg, comprimé pelliculé;comprimé pelliculé
60791099;LETROZOLE EG 2,5 mg, comprimé pelliculé;comprimé pelliculé
64849151;LETROZOLE EVOLUGEN 2,5 mg, comprimé pelliculé;comprimé pelliculé
66801276;LETROZOLE MYLAN 2,5 mg, comprimé pelliculé;comprimé pelliculé
65224722;LETROZOLE SANDOZ 2.5 mg, comprimé pelliculé;comprimé pelliculé
68416756;LETROZOLE SANDOZ 2.5 mg, comprimé pelliculé;comprimé pelliculé
65035967;LETROZOLE SUN 2,5 mg, comprimé pelliculé;comprimé pelliculé
65478037;LETROZOLE TEVA 2,5 mg, comprimé pelliculé;comprimé pelliculé
69034542;LETROZOLE ZENTIVA 2,5 mg, comprimé pelliculé;comprimé pelliculé
63255320;LETROZOLE ZYDUS 2,5 mg, comprimé pelliculé;comprimé pelliculé
69878363;LETYBO 50 unités, poudre pour solution injectable;poudre pour solution injectable
61249190;LEUCODININE B 10 POUR CENT, pommade;pommade
66187216;LEUKOSCAN 0,31 mg, poudre pour solution injectable;poudre pour solution injectable
60522572;LEUSTATINE 1 mg/ml, solution pour perfusion;solution pour perfusion
64794203;LEVACT 2,5 mg/ml, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion
64529525;LEVEMIR FLEXPEN 100 Unités/ml, solution injectable en stylo prérempli;solution injectable
66481292;LEVEMIR INNOLET 100 Unités/ml, solution injectable en stylo prérempli;solution injectable
66688750;LEVEMIR PENFILL 100 Unités/ml, solution injectable en cartouche;solution injectable
67638743;LEVETIRACETAM ACCORD 100 mg/ml, solution buvable;solution buvable
61678485;LEVETIRACETAM ACCORD 1000 mg, comprimé pelliculé;comprimé pelliculé
63387539;LEVETIRACETAM ACCORD 250 mg, comprimé pelliculé;comprimé pelliculé
61196357;LEVETIRACETAM ACCORD 500 mg, comprimé pelliculé;comprimé pelliculé
61762531;LEVETIRACETAM ACTAVIS GROUP 100 mg/ml, solution buvable;solution buvable
66844441;LEVETIRACETAM AGUETTANT 100 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
67174271;LEVETIRACETAM ALTER 500 mg, comprimé pelliculé;comprimé pelliculé
61964013;LEVETIRACETAM ARROW 100 mg/mL, solution buvable;solution buvable
60699245;LEVETIRACETAM ARROW 100 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
67412121;LEVETIRACETAM ARROW LAB 100 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion
65078139;LEVETIRACETAM ARROW LAB 1000 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
62223558;LEVETIRACETAM ARROW LAB 250 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61956319;LEVETIRACETAM ARROW LAB 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61610687;LEVETIRACETAM BIOGARAN 1000 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
69840487;LEVETIRACETAM BIOGARAN 250 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64718764;LEVETIRACETAM BIOGARAN 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
67181376;LEVETIRACETAM CRISTERS 1000 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60344066;LEVETIRACETAM CRISTERS 250 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
66848258;LEVETIRACETAM CRISTERS 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
67390276;LEVETIRACETAM EG 100 mg/mL, solution buvable;solution buvable
64855713;LEVETIRACETAM EG 1000 mg, comprimé pelliculé;comprimé pelliculé
67392252;LEVETIRACETAM EG 250 mg, comprimé pelliculé;comprimé pelliculé
69429557;LEVETIRACETAM EG 500 mg, comprimé pelliculé;comprimé pelliculé
69706381;LEVETIRACETAM EG LABO 1000 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68138972;LEVETIRACETAM EG LABO 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68079965;LEVETIRACETAM EVOLUGEN 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61369617;LEVETIRACETAM HIKMA 100 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion
67703098;LEVETIRACETAM HOSPIRA 100 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
62926745;LEVETIRACETAM KRKA 1000 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
66958039;LEVETIRACETAM KRKA 250 mg, comprimé pelliculé;comprimé pelliculé
62511293;LEVETIRACETAM KRKA 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60835243;LEVETIRACETAM MYLAN 1000 mg, comprimé pelliculé;comprimé pelliculé
60051316;LEVETIRACETAM MYLAN 250 mg, comprimé pelliculé;comprimé pelliculé
62290489;LEVETIRACETAM MYLAN 500 mg, comprimé pelliculé;comprimé pelliculé
64422384;LEVETIRACETAM SANDOZ 100 mg/ml, solution buvable;solution buvable
63730354;LEVETIRACETAM SANDOZ 100 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
69279246;LEVETIRACETAM SANDOZ 1000 mg, comprimé pellliculé sécable;comprimé pelliculé sécable
61716968;LEVETIRACETAM SANDOZ 250 mg, comprimé pellliculé sécable;comprimé pelliculé sécable
68435767;LEVETIRACETAM SANDOZ 500 mg, comprimé pellliculé sécable;comprimé pelliculé sécable
68588624;LEVETIRACETAM STRAGEN 500 mg/100 ml, solution pour perfusion;solution pour perfusion
61935346;LEVETIRACETAM SUN 100 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
60952937;LEVETIRACETAM SUN 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
62358011;LEVETIRACETAM TEVA 100 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
62303171;LEVETIRACETAM TEVA 1000 mg, comprimé pelliculé;comprimé pelliculé
62744027;LEVETIRACETAM TEVA 250 mg, comprimé pelliculé;comprimé pelliculé
67049047;LEVETIRACETAM TEVA 500 mg, comprimé pelliculé;comprimé pelliculé
67459644;LEVETIRACETAM VIATRIS 100 mg/mL, solution buvable;solution buvable
68220693;LEVETIRACETAM VIATRIS 100 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion
61407427;LEVETIRACETAM VIATRIS 1000 mg, comprimé pelliculé;comprimé pelliculé
60044784;LEVETIRACETAM VIATRIS 250 mg, comprimé pelliculé;comprimé pelliculé
65523468;LEVETIRACETAM VIATRIS 500 mg, comprimé pelliculé;comprimé pelliculé
65333230;LEVETIRACETAM ZENTIVA 1000 mg, comprimé pelliculé;comprimé pelliculé
64164471;LEVETIRACETAM ZENTIVA 250 mg, comprimé pelliculé;comprimé pelliculé
60841805;LEVETIRACETAM ZENTIVA 500 mg, comprimé pelliculé;comprimé pelliculé
61836202;LEVETIRACETAM ZENTIVA LAB 1000 mg, comprimé pelliculé;comprimé pelliculé
65368683;LEVETIRACETAM ZENTIVA LAB 250 mg, comprimé pelliculé;comprimé pelliculé
68468710;LEVETIRACETAM ZENTIVA LAB 500 mg, comprimé pelliculé;comprimé pelliculé
60788078;LEVETIRACETAM ZYDUS 1000 mg, comprimé pelliculé;comprimé pelliculé
68827490;LEVETIRACETAM ZYDUS 250 mg, comprimé pelliculé;comprimé pelliculé
61276718;LEVETIRACETAM ZYDUS 500 mg, comprimé pelliculé;comprimé pelliculé
69351418;LEVICO WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; crème et solution et granules et poudre et pommade
60591091;LEVIDCEN 1000 mg, granulés enrobés en sachet;granulés enrobé
62423427;LEVIDCEN 250 mg, granulés enrobés en sachet;granulés enrobé
65608559;LEVIDCEN 500 mg, granulés enrobés en sachet;granulés enrobé
67832958;LEVIDCEN 750 mg, granulés enrobés en sachet;granulés enrobé
68559786;LEVISTICUM OFFICINALE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade
64717363;LEVISTICUM OFFICINALE, décocté WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; crème et solution et granules et poudre
66604318;LEVITRA 10 mg, comprimé orodispersible;comprimé orodispersible
63498219;LEVITRA 10 mg, comprimé pelliculé;comprimé pelliculé
65649698;LEVITRA 20 mg, comprimé pelliculé;comprimé pelliculé
65167545;LEVITRA 5 mg, comprimé pelliculé;comprimé pelliculé
64582182;LEVMENTIN 1 g/200 mg, poudre pour solution injectable/pour perfusion (IV);poudre pour solution injectable ou pour perfusion
63084015;LEVMENTIN 2 g/200 mg ADULTES, poudre pour solution pour perfusion;poudre pour solution pour perfusion
60698225;LEVOBUPIVACAINE ALTAN 0,625 mg/mL, solution pour perfusion;solution pour perfusion
66681599;LEVOBUPIVACAINE ALTAN 1,25 mg/mL, solution pour perfusion;solution pour perfusion
66497617;LEVOBUPIVACAINE ALTAN 2,5 mg/mL, solution injectable/pour perfusion;solution injectable et pour perfusion
61648894;LEVOBUPIVACAINE ALTAN 5 mg/mL, solution injectable/pour perfusion;solution injectable et pour perfusion
62150722;LEVOBUPIVACAINE KABI 1,25 mg/ml, solution pour perfusion;solution pour perfusion
68637391;LEVOBUPIVACAINE KABI 2,5 mg/ml, solution injectable/pour perfusion;solution injectable et pour perfusion
67498202;LEVOBUPIVACAINE KABI 5 mg/ml, solution injectable/pour perfusion;solution injectable et pour perfusion
60016589;LEVOCARNIL 1 g/5 ml, solution injectable en ampoule;solution injectable
67578132;LEVOCARNIL 100 mg/ml, solution buvable;solution buvable
68779202;LEVOCETIRIZINE ARROW 5 mg, comprimé pelliculé;comprimé pelliculé
66051440;LEVOCETIRIZINE BIOGARAN 5 mg, comprimé pelliculé;comprimé pelliculé
66603508;LEVOCETIRIZINE CRISTERS 5 mg, comprimé pelliculé;comprimé pelliculé
63990590;LEVOCETIRIZINE EG 5 mg, comprimé pelliculé;comprimé pelliculé
60073608;LEVOCETIRIZINE KRKA 5 mg, comprimé pelliculé;comprimé pelliculé
64579752;LEVOCETIRIZINE RANBAXY 5 mg, comprimé pelliculé;comprimé pelliculé
66437901;LEVOCETIRIZINE SANDOZ 5 mg, comprimé pelliculé;comprimé pelliculé
61119097;LEVOCETIRIZINE TEVA 5 mg, comprimé pelliculé;comprimé pelliculé
61662755;LEVOCETIRIZINE VIATRIS 5 mg, comprimé pelliculé;comprimé pelliculé
61881763;LEVOCETIRIZINE ZENTIVA 5 mg, comprimé pelliculé;comprimé pelliculé
68976559;LEVOCETIRIZINE ZYDUS 5 mg, comprimé pelliculé;comprimé pelliculé
64275824;LEVODOPA CARBIDOPA TEVA 100 mg/10 mg, comprimé sécable;comprimé sécable
61721132;LEVODOPA CARBIDOPA TEVA 250 mg/25 mg, comprimé sécable;comprimé sécable
64793585;LEVODOPA CARBIDOPA TEVA LP 100 mg/25 mg, comprimé à libération prolongée;comprimé à libération prolongée
60914000;LEVODOPA CARBIDOPA TEVA LP 200 mg/50 mg, comprimé à libération prolongée;comprimé à libération prolongée
60793381;LEVODOPA/BENSERAZIDE TEVA 100 mg/25 mg, gélule;gélule
60660790;LEVODOPA/BENSERAZIDE TEVA 200 mg/50 mg, gélule;gélule
64786092;LEVODOPA/BENSERAZIDE TEVA 50 mg/12,5 mg, gélule;gélule
60843197;LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 100 mg/25 mg/200 mg, comprimé pelliculé;comprimé pelliculé
66037184;LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 125 mg/31,25 mg/200 mg, comprimé pelliculé;comprimé pelliculé
67248405;LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 150 mg/37,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé
61863085;LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 175 mg/43,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé
64422676;LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 200 mg/50 mg/200 mg, comprimé pelliculé;comprimé pelliculé
69910715;LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 50 mg/12,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé
61396347;LEVODOPA/CARBIDOPA/ENTACAPONE ARROW 75 mg/18,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé
60929244;LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 100 mg/25 mg/200 mg, comprimé pelliculé;comprimé pelliculé
65456667;LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 125 mg/31,25 mg/200 mg, comprimé pelliculé;comprimé pelliculé
68134034;LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 150 mg/37,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé
68485478;LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 175 mg/43,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé
65675045;LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 200 mg/50 mg/200 mg, comprimé pelliculé;comprimé pelliculé
63922746;LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 50 mg/12,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé
66867148;LEVODOPA/CARBIDOPA/ENTACAPONE BIOGARAN 75 mg/18,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé
68418180;LEVODOPA/CARBIDOPA/ENTACAPONE EG 100 mg/25 mg/200 mg, comprimé pelliculé;comprimé pelliculé
63297052;LEVODOPA/CARBIDOPA/ENTACAPONE EG 125 mg/31,25 mg/200 mg, comprimé pelliculé;comprimé pelliculé
66794579;LEVODOPA/CARBIDOPA/ENTACAPONE EG 150 mg/37,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé
64595144;LEVODOPA/CARBIDOPA/ENTACAPONE EG 175 mg/43,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé
68080241;LEVODOPA/CARBIDOPA/ENTACAPONE EG 200 mg/50 mg/200 mg, comprimé pelliculé;comprimé pelliculé
60817925;LEVODOPA/CARBIDOPA/ENTACAPONE EG 50 mg/12,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé
65436636;LEVODOPA/CARBIDOPA/ENTACAPONE EG 75 mg/18,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé
64105964;LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN 100 mg/25 mg/200 mg, comprimé pelliculé;comprimé pelliculé
62456046;LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN 125 mg/31,25 mg/200 mg, comprimé pelliculé;comprimé pelliculé
60472849;LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN 150 mg/37,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé
61010906;LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN 175 mg/43,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé
61992169;LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN 200 mg/50 mg/200 mg, comprimé pelliculé;comprimé pelliculé
65133532;LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN 50 mg/12,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé
62614667;LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN 75 mg/18,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé
67107269;LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 100 mg/25 mg/200 mg, comprimé pelliculé;comprimé pelliculé
66903295;LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 125 mg/31,25 mg/200 mg, comprimé pelliculé;comprimé pelliculé
60701582;LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 150 mg/37,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé
69536979;LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 175 mg/43,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé
63338129;LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 200 mg/50 mg/200 mg, comprimé pelliculé;comprimé pelliculé
69855628;LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 50 mg/12,5 mg/200 mg, comprimé pelliculé;comprimé pelliculé
64855371;LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 75 mg/18,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé
69602023;LEVOFLOXACINE ACCORD HEALTHCARE 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68444182;LEVOFLOXACINE ALMUS 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
67660704;LEVOFLOXACINE ARROW 5 mg/ml, solution pour perfusion en poche;solution pour perfusion
69094443;LEVOFLOXACINE ARROW 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
67699080;LEVOFLOXACINE ARROW LAB 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61684812;LEVOFLOXACINE BIOGARAN 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
66377564;LEVOFLOXACINE CRISTERS 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
61875867;LEVOFLOXACINE EG 5 mg/ml, solution pour perfusion;solution pour perfusion
69588470;LEVOFLOXACINE EG 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
67647226;LEVOFLOXACINE EVOLUGEN 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64924928;LEVOFLOXACINE HOSPIRA 5 mg/ml, solution pour perfusion;solution pour perfusion
62546668;LEVOFLOXACINE KABI 5 mg/ml, solution pour perfusion;solution pour perfusion
68932922;LEVOFLOXACINE KRKA 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
66317916;LEVOFLOXACINE MYLAN 5 mg/ml, solution pour perfusion;solution pour perfusion
67418601;LEVOFLOXACINE SANDOZ 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
68463581;LEVOFLOXACINE SUN 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
62059557;LEVOFLOXACINE TEVA 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
65819403;LEVOFLOXACINE VIATRIS 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
65982158;LEVOFLOXACINE ZENTIVA 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
60326538;LEVOFLOXACINE ZYDUS 500 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
64127601;LEVOFOLINATE DE CALCIUM ZENTIVA 10 mg/ml, solution injectable (IM/IV);solution injectable
68634071;LEVOFOLINATE DE CALCIUM ZENTIVA 25 mg/2,5 ml, solution injectable (IM/IV);solution injectable
64690336;LEVOFOLINATE DE SODIUM MEDAC 50 mg/mL, solution injectable/pour perfusion;solution injectable et pour perfusion
60931882;LEVOFREE 0,05 %, collyre en solution;collyre en solution
61285820;LEVOFREE 0,05 %, collyre en solution en récipient unidose;collyre en solution
65357943;LEVONORGESTREL BIOGARAN 1,5 mg, comprimé;comprimé
65678792;LEVONORGESTREL CRISTERS 1,5 mg, comprimé;comprimé
60078078;LEVONORGESTREL EG 1,5 mg, comprimé;comprimé
66791234;LEVONORGESTREL VIATRIS 1,5 mg, comprimé;comprimé
64559600;LEVONORGESTREL ZENTIVA 1,5 mg, comprimé;comprimé
61171418;LEVONORGESTREL/ETHINYLESTRADIOL BIOGARAN 100 microgrammes/20 microgrammes, comprimé pelliculé;comprimé pelliculé
62351344;LEVONORGESTREL/ETHINYLESTRADIOL BIOGARAN 150 microgrammes/30 microgrammes, comprimé enrobé;comprimé enrobé
60946980;LEVONORGESTREL/ETHINYLESTRADIOL BIOGARANCONTINU 100 microgrammes/20 microgrammes, comprimé pelliculé;comprimé pelliculé et  comprimé pelliculé
61325649;LEVONORGESTREL/ETHINYLESTRADIOL CRISTERS 100 microgrammes/20 microgrammes, comprimé pelliculé;comprimé pelliculé
63099572;LEVONORGESTREL/ETHINYLESTRADIOL EG 100 microgrammes/20 microgrammes, comprimé enrobé;comprimé enrobé
69204699;LEVONORGESTREL/ETHINYLESTRADIOL EG 150 microgrammes/30 microgrammes, comprimé enrobé;comprimé enrobé
69352541;LEVONORGESTREL/ETHINYLESTRADIOL MYLAN PHARMA 150 microgrammes/30 microgrammes, comprimé enrobé;comprimé enrobé
64433523;LEVONORGESTREL/ETHINYLESTRADIOL SANDOZ 100 microgrammes/20 microgrammes, comprimé pelliculé;comprimé pelliculé
68871572;LEVONORGESTREL/ETHINYLESTRADIOL ZENTIVA 100 microgrammes/20 microgrammes, comprimé enrobé;comprimé enrobé
60781361;LEVONORGESTREL/ETHINYLESTRADIOL ZENTIVA 150 microgrammes/30 microgrammes, comprimé enrobé;comprimé enrobé
67827861;LEVOPHTA 0,05 %, collyre;collyre
66477109;LEVOSIMENDAN ACCORD 2,5 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion
63232460;LEVOSIMENDAN ALTAN 2,5 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion
67522379;LEVOSIMENDAN KABI 2,5 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion
64425341;LEVOSOLO 1500 microgrammes, comprimé;comprimé
68416845;LEVOTHYROX 100 microgrammes, comprimé sécable;comprimé sécable
66426100;LEVOTHYROX 112 microgrammes, comprimé sécable;comprimé sécable
65379402;LEVOTHYROX 125 microgrammes, comprimé sécable;comprimé sécable
65915316;LEVOTHYROX 137 microgrammes, comprimé sécable;comprimé sécable
64067524;LEVOTHYROX 150 microgrammes, comprimé sécable;comprimé sécable
68283252;LEVOTHYROX 175 microgrammes, comprimé sécable;comprimé sécable
65315798;LEVOTHYROX 200 microgrammes, comprimé sécable;comprimé sécable
68588503;LEVOTHYROX 25 microgrammes, comprimé sécable;comprimé sécable
65143010;LEVOTHYROX 50 microgrammes, comprimé sécable;comprimé sécable
62080626;LEVOTHYROX 75 microgrammes, comprimé sécable;comprimé sécable
63409505;LEVOTHYROX 88 microgrammes, comprimé sécable;comprimé sécable
62469022;LEVOTONINE, gélule;gélule
64216338;LEVULOSE BIOSEDRA 5 POUR CENT, solution pour perfusion;solution pour perfusion
64458633;LEVULOSE HYPERTONIQUE BIOSEDRA 10 POUR CENT, solution pour perfusion;solution pour perfusion
64061667;LEVUNIQUE 1,5 mg comprimé;comprimé
66796142;LEXOMIL 6 mg, comprimé quadrisécable;comprimé quadrisécable
60676951;LHRH FERRING 100 microgrammes/1 mL, solution injectable;solution injectable
63621440;LIBMELDY 2-10 x 1 000 000 cellules / ml, dispersion pour perfusion;dispersion pour perfusion
66803576;LIBRAX, comprimé enrobé;comprimé enrobé
67627992;LIBRAX, comprimé enrobé;comprimé enrobé
61660291;LIBTAYO 350 mg, solution à diluer pour perfusion;solution à diluer pour perfusion
64881366;LIDENE 15 mg, comprimé pelliculé sécable;comprimé pelliculé sécable
66057023;LIDOCAINE AGUETTANT 10 mg/mL, solution injectable en seringue préremplie;solution injectable
68001023;LIDOCAINE AGUETTANT 10 mg/ml SANS CONSERVATEUR, solution injectable;solution injectable
69772221;LIDOCAINE AGUETTANT 20 mg/mL, solution injectable en seringue préremplie;solution injectable
66290522;LIDOCAINE AGUETTANT 20 mg/ml SANS CONSERVATEUR, solution injectable;solution injectable
69190947;LIDOCAINE AGUETTANT 5 POUR CENT, solution pour pulverisation buccale;solution pour pulvérisation
69937299;LIDOCAINE AGUETTANT 5 mg/ml SANS CONSERVATEUR, solution injectable;solution injectable
62631549;LIDOCAINE ARROW 10 mg/ml SANS CONSERVATEUR, solution injectable;solution injectable
62471742;LIDOCAINE ARROW 20 mg/ml SANS CONSERVATEUR, solution injectable;solution injectable
63085761;LIDOCAINE/PRILOCAINE AGUETTANT 5 %, crème;crème
60647444;LIDOCAINE/PRILOCAINE AGUETTANT 5 %, pansement adhésif cutané;pansement adhésif(ve)
65151893;LIDOCAINE/PRILOCAINE BIOGARAN 5 %, pansement adhésif cutané;pansement adhésif(ve)
64746219;LIDOCAINE/PRILOCAINE ZENTIVA 5 %, crème;crème
65934455;LIDOCAINE/PRILOCAINE ZENTIVA 5 %, pansement adhésif cutané;pansement adhésif(ve)
62227058;LIDOCAÏNE 10 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable;solution injectable
60533348;LIDOCAÏNE 20 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable;solution injectable
65471110;LIDOCAÏNE ACCORD 10 mg/mL, solution injectable;solution injectable
61091947;LIDOCAÏNE ACCORD 20 mg/mL, solution injectable;solution injectable
67326964;LIDOCAÏNE GRÜNENTHAL 700 mg, emplâtre médicamenteux;emplâtre médicamenteux(se)
62793992;LIDOCAÏNE KABI 10 mg/mL, solution injectable;solution injectable
61164434;LIDOCAÏNE KABI 20 mg/ml, solution injectable;solution injectable
67973040;LIDOCAÏNE/PRILOCAÏNE TEVA 5 %, crème;crème
64053510;LIDOCAïNE/PRILOCAïNE BIOGARAN 5 %, crème;crème
69673091;LIERRE GRIMPANT BIOGARAN CONSEIL SANS SUCRE, solution buvable édulcorée au maltitol liquide;solution buvable
68356985;LIERRE GRIMPANT EG LABO CONSEIL SANS SUCRE, solution buvable édulcorée au maltitol liquide;solution buvable
63595052;LIERRE GRIMPANT HUMEXPHYTO SANS SUCRE, solution buvable édulcorée au maltitol liquide;solution buvable
